TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON
1610612762,Utah Jazz,52,23,29,0.442,199.301667,153,341,0.449,53,150,0.353,130,166,0.783,57,143,200,87,57.0,18,20,28,115,116,489,21.0,3,11,29,21,4,3,3,8,2,3,6,2,4,14,2,2,1,1,30,19,12,29,28,4,3,10,2022-23
1610612764,Washington Wizards,41,15,26,0.366,148.831667,95,230,0.413,21,88,0.239,89,113,0.788,36,95,131,37,42.0,19,25,12,82,77,300,-35.0,17,26,26,29,20,26,23,25,27,25,30,18,23,13,18,20,19,30,16,17,1,5,10,24,26,25,2022-23
1610612737,Atlanta Hawks,47,21,26,0.447,175.903333,118,308,0.383,29,108,0.269,112,148,0.757,52,103,155,44,37.0,21,16,20,88,107,377,-65.0,2,10,27,22,2,6,3,27,17,6,25,4,2,23,1,6,3,24,20,9,14,19,26,2,6,27,2023-24
1610612738,Boston Celtics,33,21,12,0.636,127.33,94,210,0.448,32,91,0.352,92,110,0.836,31,91,122,51,26.0,12,21,10,64,69,312,62.0,25,10,3,4,23,22,25,13,12,17,7,8,14,7,20,14,16,21,4,26,7,1,9,22,18,4,2023-24
1610612751,Brooklyn Nets,35,15,20,0.429,161.043333,127,290,0.438,35,117,0.299,89,115,0.774,38,105,143,63,35.0,19,31,18,80,87,378,-11.0,21,24,17,23,4,4,5,19,6,4,20,11,8,19,12,4,7,11,17,15,1,15,16,6,5,17,2023-24
1610612766,Charlotte Hornets,35,15,20,0.429,125.438333,94,199,0.472,25,72,0.347,70,84,0.833,23,77,100,51,30.0,24,11,16,73,63,283,-25.0,21,24,17,23,25,22,28,6,22,29,8,25,25,8,28,23,27,21,5,6,27,13,11,26,25,22,2023-24
1610612741,Chicago Bulls,44,27,17,0.614,209.913333,176,364,0.484,47,121,0.388,126,156,0.808,43,141,184,99,47.0,37,22,20,106,120,525,115.0,3,1,10,6,1,1,1,3,2,3,2,1,1,13,6,1,1,1,28,1,6,19,30,1,1,1,2023-24
1610612739,Cleveland Cavaliers,42,20,22,0.476,154.345,104,241,0.432,32,101,0.317,85,107,0.794,33,97,130,61,45.0,11,12,23,74,77,325,-14.0,4,14,23,20,7,14,12,20,12,11,16,14,16,18,15,9,10,12,26,27,24,27,12,12,14,19,2023-24
1610612742,Dallas Mavericks,32,23,9,0.719,106.273333,95,200,0.475,39,106,0.368,71,83,0.855,22,74,96,58,17.0,15,12,10,52,63,300,76.0,29,6,1,2,29,20,27,5,4,9,4,24,26,3,29,25,29,17,1,22,24,1,1,26,22,3,2023-24
1610612743,Denver Nuggets,40,26,14,0.65,134.861667,122,230,0.53,28,79,0.354,90,118,0.763,33,92,125,70,37.0,19,12,12,62,85,362,90.0,9,2,4,3,16,5,16,1,19,25,6,9,7,22,15,13,13,4,20,15,24,9,5,7,7,2,2023-24
1610612765,Detroit Pistons,35,8,27,0.229,113.96,70,196,0.357,23,78,0.295,48,57,0.842,31,71,102,32,32.0,13,13,20,87,45,211,-102.0,21,30,28,30,27,30,29,29,25,26,21,28,29,6,20,28,26,30,8,24,20,19,25,29,28,29,2023-24
1610612744,Golden State Warriors,48,24,24,0.5,158.636667,137,310,0.442,54,156,0.346,73,89,0.82,41,82,123,87,33.0,23,10,19,96,77,401,5.0,1,3,25,14,5,2,2,15,1,1,9,22,22,11,7,20,14,2,13,7,29,18,28,12,2,14,2023-24
1610612745,Houston Rockets,40,17,23,0.425,147.5,112,268,0.418,35,104,0.337,76,113,0.673,39,80,119,68,23.0,28,13,29,98,77,335,-49.0,9,19,24,25,11,12,6,22,6,10,11,21,10,30,8,21,19,6,3,2,20,30,29,12,12,26,2023-24
1610612754,Indiana Pacers,37,18,19,0.486,128.376667,113,234,0.483,33,98,0.337,65,81,0.802,26,74,100,56,32.0,18,13,20,80,65,324,-8.0,15,17,15,17,22,11,15,4,10,14,10,27,27,15,27,25,27,19,8,19,20,19,16,25,15,16,2023-24
1610612746,LA Clippers,40,22,18,0.55,125.865,94,213,0.441,30,91,0.33,97,111,0.874,31,76,107,54,30.0,25,16,10,62,75,315,42.0,9,8,13,10,24,22,23,16,14,17,13,5,12,2,20,24,24,20,5,3,14,1,5,15,17,8,2023-24
1610612747,Los Angeles Lakers,33,24,9,0.727,143.628333,104,224,0.464,26,94,0.277,121,146,0.829,30,103,133,59,33.0,15,23,10,54,101,355,33.0,25,3,1,1,15,14,19,7,21,16,23,2,4,10,23,6,8,16,13,22,4,1,3,3,8,9,2023-24
1610612763,Memphis Grizzlies,36,15,21,0.417,130.161667,85,212,0.401,12,73,0.164,78,89,0.876,36,79,115,37,43.0,17,24,13,63,68,260,-22.0,18,24,21,26,21,27,24,25,29,28,30,18,22,1,14,22,22,29,25,20,3,11,7,24,27,21,2023-24
1610612748,Miami Heat,42,22,20,0.524,150.413333,93,256,0.363,33,108,0.306,79,98,0.806,38,85,123,44,32.0,21,10,18,79,69,298,-38.0,4,8,17,11,10,25,9,28,10,6,18,17,19,14,12,16,14,24,8,9,29,15,15,22,23,25,2023-24
1610612749,Milwaukee Bucks,40,23,17,0.575,147.175,116,263,0.441,43,129,0.333,119,147,0.81,33,93,126,72,35.0,20,16,18,75,101,394,55.0,9,6,10,9,12,9,7,17,3,2,12,3,3,12,15,10,12,3,17,13,14,15,13,3,3,5,2023-24
1610612750,Minnesota Timberwolves,36,21,15,0.583,146.356667,96,225,0.427,34,108,0.315,81,113,0.717,27,93,120,57,41.0,10,15,10,81,84,307,-34.0,18,10,7,8,13,19,18,21,8,6,17,16,10,26,26,10,18,18,23,28,17,1,19,8,21,23,2023-24
1610612740,New Orleans Pelicans,29,14,15,0.483,94.026667,72,156,0.462,11,40,0.275,48,69,0.696,21,54,75,43,32.0,9,13,13,54,52,203,-14.0,30,27,7,19,30,29,30,8,30,30,24,28,28,29,30,30,30,27,8,29,20,11,3,28,29,19,2023-24
1610612752,New York Knicks,33,17,16,0.515,110.393333,95,216,0.44,23,87,0.264,72,103,0.699,46,70,116,44,21.0,21,14,10,52,71,285,52.0,25,19,9,12,28,20,22,18,25,20,26,23,17,28,3,29,21,24,2,9,19,1,1,18,24,6,2023-24
1610612760,Oklahoma City Thunder,38,24,14,0.632,130.646667,117,223,0.525,30,83,0.361,90,108,0.833,29,83,112,60,33.0,20,17,12,63,71,354,44.0,14,3,4,5,20,8,21,2,14,22,5,9,15,8,24,19,23,13,13,13,10,9,7,18,9,7,2023-24
1610612753,Orlando Magic,35,21,14,0.6,132.721667,89,229,0.389,20,89,0.225,78,102,0.765,48,84,132,46,35.0,19,17,10,75,72,276,15.0,21,10,4,7,18,26,17,26,27,19,29,18,18,21,2,18,9,23,17,15,10,1,13,17,26,11,2023-24
1610612755,Philadelphia 76ers,36,18,18,0.5,133.485,105,235,0.447,30,80,0.375,94,111,0.847,33,85,118,60,31.0,25,17,28,83,71,334,0.0,18,17,13,14,17,13,14,14,14,24,3,7,12,5,15,16,20,13,7,3,10,29,21,18,13,15,2023-24
1610612756,Phoenix Suns,41,20,21,0.488,145.333333,98,241,0.407,29,101,0.287,83,98,0.847,28,93,121,60,32.0,25,30,10,80,78,308,-13.0,7,14,21,16,14,18,12,23,17,11,22,15,19,4,25,10,17,13,8,3,2,1,16,9,20,18,2023-24
1610612757,Portland Trail Blazers,37,17,20,0.459,152.575,118,258,0.457,24,75,0.32,77,96,0.802,46,103,149,65,59.0,19,17,22,82,74,337,8.0,15,19,17,21,8,6,8,9,23,27,15,20,21,17,3,6,5,9,30,15,10,26,20,16,11,13,2023-24
1610612758,Sacramento Kings,39,20,19,0.513,169.981667,135,301,0.449,34,113,0.301,86,123,0.699,44,117,161,67,46.0,23,11,20,85,92,390,15.0,13,14,15,13,3,3,4,12,8,5,19,13,6,27,5,2,2,7,27,7,27,19,23,5,4,11,2023-24
1610612759,San Antonio Spurs,41,13,28,0.317,155.413333,102,251,0.406,24,101,0.238,95,124,0.766,39,105,144,69,48.0,21,23,16,83,78,323,-74.0,7,28,29,28,6,16,11,24,23,11,28,6,5,20,8,4,6,5,29,9,4,13,21,9,16,28,2023-24
1610612761,Toronto Raptors,42,17,25,0.405,152.508333,115,255,0.451,28,87,0.322,87,115,0.757,39,116,155,67,40.0,17,15,20,95,78,345,-36.0,4,19,26,27,9,10,10,10,19,20,14,12,8,24,8,3,3,7,22,20,17,19,27,9,10,24,2023-24
1610612762,Utah Jazz,33,16,17,0.485,130.658333,101,224,0.451,39,97,0.402,69,86,0.802,39,89,128,64,42.0,13,19,20,65,70,310,25.0,25,23,10,18,19,17,19,11,4,15,1,26,24,16,8,15,11,10,24,24,9,19,10,21,19,10,2023-24
1610612764,Washington Wizards,37,9,28,0.243,114.851667,73,206,0.354,20,82,0.244,36,49,0.735,32,72,104,38,33.0,9,20,26,86,37,202,-132.0,15,29,29,29,26,28,26,30,27,23,27,30,30,25,19,27,25,28,13,29,8,28,24,30,30,30,2023-24
1610612737,Atlanta Hawks,41,21,20,0.512,160.035,125,277,0.451,37,109,0.339,115,141,0.816,39,110,149,79,43.0,22,17,16,80,99,402,29.0,7,8,17,15,6,6,6,10,7,12,11,1,2,5,10,5,7,2,21,9,10,16,14,4,3,7,2024-25
1610612738,Boston Celtics,35,24,11,0.686,138.858333,118,246,0.48,50,132,0.379,79,104,0.76,33,84,117,68,32.0,17,20,7,69,83,365,59.0,21,4,2,1,16,8,13,3,1,3,6,17,17,22,17,18,21,5,7,22,4,3,8,12,7,3,2024-25
1610612751,Brooklyn Nets,38,17,21,0.447,145.363333,98,234,0.419,39,111,0.351,69,86,0.802,35,94,129,60,53.0,14,12,20,107,65,304,-49.0,12,19,22,23,13,19,17,21,6,9,9,21,24,11,14,11,14,12,28,26,22,24,30,23,19,26,2024-25
1610612766,Charlotte Hornets,38,14,24,0.368,152.133333,104,264,0.394,37,121,0.306,94,118,0.797,55,109,164,59,55.0,18,19,24,104,86,339,-37.0,12,25,27,27,9,13,9,27,7,5,20,12,15,13,1,7,2,14,30,17,6,28,28,9,15,23,2024-25
1610612741,Chicago Bulls,34,17,17,0.5,118.203333,92,201,0.458,33,87,0.379,66,84,0.786,29,83,112,59,36.0,19,14,12,36,57,283,21.0,23,19,9,16,28,24,26,7,17,21,4,25,25,14,22,20,23,14,14,15,18,9,1,27,26,10,2024-25
1610612739,Cleveland Cavaliers,38,26,12,0.684,135.1,107,242,0.442,40,110,0.364,105,138,0.761,44,95,139,56,34.0,18,16,19,75,100,359,66.0,12,1,3,2,19,12,15,13,4,11,8,6,5,21,5,10,9,20,12,17,13,22,11,3,9,2,2024-25
1610612742,Dallas Mavericks,40,20,20,0.5,141.963333,109,253,0.431,35,122,0.287,100,124,0.806,38,82,120,67,40.0,24,22,16,82,84,353,20.0,9,12,17,16,14,11,11,19,11,4,26,8,10,8,11,23,18,6,18,8,1,16,19,11,12,11,2024-25
1610612743,Denver Nuggets,37,21,16,0.568,146.325,132,248,0.532,35,79,0.443,90,121,0.744,38,88,126,92,36.0,30,15,14,66,85,389,51.0,16,8,6,9,11,5,12,1,11,26,1,14,13,24,11,15,15,1,14,2,14,12,6,10,4,4,2024-25
1610612765,Detroit Pistons,44,21,23,0.477,150.26,111,243,0.457,35,95,0.368,89,128,0.695,36,94,130,62,53.0,18,21,21,88,83,346,-46.0,3,8,25,18,10,9,14,8,11,18,7,15,7,29,13,11,13,8,28,17,3,25,24,12,14,25,2024-25
1610612744,Golden State Warriors,45,25,20,0.556,145.393333,102,259,0.394,35,114,0.307,114,139,0.82,52,102,154,58,40.0,20,15,26,81,89,353,20.0,2,3,17,10,12,17,10,28,11,7,19,3,4,3,2,8,5,18,18,14,14,30,18,8,12,11,2024-25
1610612745,Houston Rockets,44,26,18,0.591,156.64,104,273,0.381,31,113,0.274,115,151,0.762,44,91,135,54,42.0,18,19,22,90,116,354,12.0,3,1,12,6,8,13,7,30,19,8,27,1,1,20,5,14,10,21,20,17,6,26,25,1,11,16,2024-25
1610612754,Indiana Pacers,38,24,14,0.632,168.675,135,282,0.479,44,116,0.379,113,140,0.807,28,116,144,74,37.0,30,18,11,95,106,427,72.0,12,4,5,4,4,2,4,4,2,6,4,4,3,7,23,4,8,3,17,2,9,7,26,2,2,1,2024-25
1610612746,LA Clippers,37,19,18,0.514,138.62,90,207,0.435,24,80,0.3,92,124,0.742,34,87,121,50,49.0,17,22,14,83,81,296,-9.0,16,14,12,13,17,26,25,17,24,25,21,13,10,25,16,16,17,23,26,22,1,12,20,16,23,18,2024-25
1610612747,Los Angeles Lakers,39,23,16,0.59,118.881667,97,199,0.487,36,94,0.383,69,90,0.767,21,68,89,58,29.0,17,17,7,56,66,299,30.0,11,7,6,7,27,21,27,2,9,19,3,21,23,18,27,28,28,18,4,22,10,3,3,22,21,6,2024-25
1610612763,Memphis Grizzlies,37,19,18,0.514,131.885,103,232,0.444,24,81,0.296,77,101,0.762,32,73,105,53,33.0,30,17,14,70,64,307,24.0,16,14,12,13,22,15,18,12,24,24,24,19,18,19,18,26,25,22,8,2,10,12,9,25,17,9,2024-25
1610612748,Miami Heat,42,14,28,0.333,195.383333,134,336,0.399,40,156,0.256,65,93,0.699,42,110,152,72,46.0,37,13,25,85,75,373,-61.0,5,25,30,28,1,3,1,26,4,1,29,26,21,28,7,5,6,4,24,1,19,29,22,17,6,28,2024-25
1610612749,Milwaukee Bucks,41,24,17,0.585,158.928333,111,270,0.411,36,111,0.324,98,122,0.803,28,134,162,62,46.0,26,19,17,76,90,356,36.0,7,4,9,8,7,9,8,23,9,9,16,9,12,10,23,1,4,8,24,6,6,19,12,6,10,5,2024-25
1610612750,Minnesota Timberwolves,46,20,26,0.435,176.583333,121,292,0.414,41,139,0.295,97,129,0.752,50,127,177,61,51.0,22,12,14,104,90,380,-54.0,1,12,29,24,3,7,3,22,3,2,25,10,6,23,3,2,1,11,27,9,22,12,28,6,5,27,2024-25
1610612740,New Orleans Pelicans,34,14,20,0.412,129.736667,101,223,0.453,24,72,0.333,67,95,0.705,32,87,119,59,30.0,21,13,6,72,69,293,12.0,23,25,17,26,23,18,21,9,24,27,14,24,20,27,18,16,19,14,5,12,19,1,10,20,24,16,2024-25
1610612752,New York Knicks,31,19,12,0.613,160.086667,133,282,0.472,26,96,0.271,68,83,0.819,35,96,131,62,31.0,28,20,12,84,70,360,13.0,28,14,3,5,5,4,4,6,23,17,28,23,26,4,14,9,11,8,6,5,4,9,21,19,8,15,2024-25
1610612760,Oklahoma City Thunder,24,16,8,0.667,66.4,49,110,0.445,21,50,0.42,47,61,0.77,15,41,56,31,12.0,12,10,9,38,43,166,26.0,30,22,1,3,30,30,30,11,28,30,2,29,29,16,29,30,30,30,1,28,27,6,2,29,30,8,2024-25
1610612753,Orlando Magic,35,18,17,0.514,119.658333,78,191,0.408,20,86,0.233,84,105,0.8,19,83,102,37,23.0,19,12,7,68,75,260,19.0,21,18,9,12,26,28,28,24,29,22,30,16,16,12,28,20,26,29,3,15,22,3,7,17,27,13,2024-25
1610612755,Philadelphia 76ers,36,15,21,0.417,133.345,85,223,0.381,33,97,0.34,97,126,0.77,28,71,99,41,33.0,21,8,19,80,83,300,-43.0,20,23,22,25,21,27,21,29,17,16,10,10,8,17,23,27,27,27,8,12,29,22,14,12,20,24,2024-25
1610612756,Phoenix Suns,40,21,19,0.525,140.641667,97,226,0.429,34,104,0.327,101,120,0.842,31,84,115,63,33.0,18,15,13,85,83,329,-23.0,9,8,16,11,15,21,19,20,16,13,15,7,14,1,20,18,22,7,8,17,14,11,22,12,16,20,2024-25
1610612757,Portland Trail Blazers,33,15,18,0.455,122.466667,98,222,0.441,27,85,0.318,74,92,0.804,40,79,119,42,34.0,16,13,22,76,69,297,-25.0,25,23,12,20,25,19,23,14,21,23,17,20,22,9,9,25,19,26,12,25,19,26,12,20,22,21,2024-25
1610612758,Sacramento Kings,42,19,23,0.452,179.331667,152,322,0.472,31,104,0.298,106,126,0.841,41,122,163,59,33.0,22,15,17,99,92,441,16.0,5,14,25,21,2,1,2,5,19,13,23,5,8,2,8,3,3,14,8,9,14,19,27,5,1,14,2024-25
1610612759,San Antonio Spurs,37,17,20,0.459,138.385,103,238,0.433,35,104,0.337,64,79,0.81,31,92,123,60,45.0,25,11,11,57,58,305,-9.0,16,19,17,19,18,15,16,18,11,13,13,27,27,6,20,13,16,12,22,7,26,7,5,26,18,18,2024-25
1610612761,Toronto Raptors,32,10,22,0.313,127.448333,93,211,0.441,22,70,0.314,52,77,0.675,25,81,106,50,36.0,10,10,18,80,55,260,-62.0,27,29,24,29,24,23,24,15,27,28,18,28,28,30,26,24,24,23,14,30,27,21,14,28,27,29,2024-25
1610612762,Utah Jazz,33,8,25,0.242,133.893333,91,224,0.406,27,90,0.3,78,100,0.78,48,83,131,44,45.0,13,12,16,80,65,287,-81.0,25,30,28,30,20,25,20,25,21,20,21,18,19,15,4,20,11,25,22,27,22,16,14,23,25,30,2024-25
1610612764,Washington Wizards,29,13,16,0.448,84.895,66,150,0.44,20,59,0.339,36,49,0.735,12,53,65,38,19.0,11,8,6,56,41,188,-27.0,29,28,6,22,29,29,29,16,29,29,12,30,30,26,30,29,29,28,2,29,29,1,3,30,29,22,2024-25
